tax_id,tax_name,tax_rank,N_alignments,N_reads,LR,D_max,seq_length_mean,gc_mean,q,phi,A,c,rho_Ac,valid,asymmetry,seq_length_std,seq_length_median,seq_length_1%,seq_length_25%,seq_length_75%,seq_length_99%,gc_std,gc_median,gc_1%,gc_25%,gc_75%,gc_99%,CT+1,CT+2,CT+3,CT+4,CT+5,GA-1,GA-2,GA-3,GA-4,GA-5,LCA
9565,Theropithecus gelada,species,3044871,43502,1.8848814964294434,0.035145800560712814,35.249689669440485,0.5374203751551156,0.06999322772026062,208.9061279296875,0.035145800560712814,7.558253400929971e-07,-0.00012717829667963088,1.0,3.1292076110839844,8.897250911773373,32,30,31,36,81,0.09411106049825164,0.558824,0.290323,0.484848,0.6,0.709677,0.05888187140226364,0.05520332232117653,0.03808023780584335,0.039801690727472305,0.036969561129808426,0.04646037518978119,0.04813968762755394,0.028863828629255295,0.025344785302877426,0.02003197930753231,"9565:Theropithecus gelada:""species""	9564:Theropithecus:""genus""	9528:Cercopithecinae:""subfamily""	9527:Cercopithecidae:""family""	314294:Cercopithecoidea:""superfamily""	9526:Catarrhini:""parvorder""	314293:Simiiformes:""infraorder""	376913:Haplorrhini:""suborder""	9443:Primates:""order""	314146:Euarchontoglires:""superorder""	1437010:Boreoeutheria:""no rank""	9347:Eutheria:""no rank""	32525:Theria:""no rank""	40674:Mammalia:""class""	32524:Amniota:""no rank""	32523:Tetrapoda:""no rank""	1338369:Dipnotetrapodomorpha:""no rank""	8287:Sarcopterygii:""superclass""	117571:Euteleostomi:""no rank""	117570:Teleostomi:""no rank""	7776:Gnathostomata:""no rank""	7742:Vertebrata:""no rank""	89593:Craniata:""subphylum""	7711:Chordata:""phylum""	33511:Deuterostomia:""no rank""	33213:Bilateria:""no rank""	6072:Eumetazoa:""no rank""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""no rank""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank"""
9597,Pan paniscus,species,732742,13063,2.287433624267578,0.035068705677986145,35.929342417515116,0.5341575701600046,0.07758726924657822,218.80726623535156,0.035068705677986145,1.9643673567770747e-06,-0.3110387921333313,1.0,2.8074822425842285,9.938109592990875,32,30,31,36,81,0.10119455322394325,0.55,0.27907,0.470588,0.6,0.75,0.06252925843000412,0.05463477596640587,0.03666307404637337,0.04134870320558548,0.03497205674648285,0.04506029561161995,0.04018058255314827,0.027931757271289825,0.024071000516414642,0.018048575147986412,"9597:Pan paniscus:""species""	9596:Pan:""genus""	207598:Homininae:""subfamily""	9604:Hominidae:""family""	314295:Hominoidea:""superfamily""	9526:Catarrhini:""parvorder""	314293:Simiiformes:""infraorder""	376913:Haplorrhini:""suborder""	9443:Primates:""order""	314146:Euarchontoglires:""superorder""	1437010:Boreoeutheria:""no rank""	9347:Eutheria:""no rank""	32525:Theria:""no rank""	40674:Mammalia:""class""	32524:Amniota:""no rank""	32523:Tetrapoda:""no rank""	1338369:Dipnotetrapodomorpha:""no rank""	8287:Sarcopterygii:""superclass""	117571:Euteleostomi:""no rank""	117570:Teleostomi:""no rank""	7776:Gnathostomata:""no rank""	7742:Vertebrata:""no rank""	89593:Craniata:""subphylum""	7711:Chordata:""phylum""	33511:Deuterostomia:""no rank""	33213:Bilateria:""no rank""	6072:Eumetazoa:""no rank""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""no rank""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank"""
60711,Chlorocebus sabaeus,species,700858,10274,1.5721185207366943,0.03544183447957039,35.147751605995715,0.5409311773408679,0.06512495130300522,187.5864715576172,0.03544183447957039,1.3510435564967338e-05,0.18713894486427307,1.0,3.2615714073181152,8.743763129185876,32,30,31,36,81,0.09191630690993058,0.5625,0.294118,0.5,0.6,0.709677,0.057498540729284286,0.05579762160778046,0.03767388314008713,0.036988429725170135,0.040998972952365875,0.05559144169092178,0.04897405579686165,0.027165118604898453,0.02842811867594719,0.020598435774445534,"60711:Chlorocebus sabaeus:""species""	392815:Chlorocebus:""genus""	9528:Cercopithecinae:""subfamily""	9527:Cercopithecidae:""family""	314294:Cercopithecoidea:""superfamily""	9526:Catarrhini:""parvorder""	314293:Simiiformes:""infraorder""	376913:Haplorrhini:""suborder""	9443:Primates:""order""	314146:Euarchontoglires:""superorder""	1437010:Boreoeutheria:""no rank""	9347:Eutheria:""no rank""	32525:Theria:""no rank""	40674:Mammalia:""class""	32524:Amniota:""no rank""	32523:Tetrapoda:""no rank""	1338369:Dipnotetrapodomorpha:""no rank""	8287:Sarcopterygii:""superclass""	117571:Euteleostomi:""no rank""	117570:Teleostomi:""no rank""	7776:Gnathostomata:""no rank""	7742:Vertebrata:""no rank""	89593:Craniata:""subphylum""	7711:Chordata:""phylum""	33511:Deuterostomia:""no rank""	33213:Bilateria:""no rank""	6072:Eumetazoa:""no rank""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""no rank""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank"""
